A031,Shigellosis due to Shigella flexneri,,Shigellosis,Intestinal infectious diseases
A032,Shigellosis due to Shigella boydii,,Shigellosis,Intestinal infectious diseases
A033,Shigellosis due to Shigella sonnei,,Shigellosis,Intestinal infectious diseases
A038,Other shigellosis,,Shigellosis,Intestinal infectious diseases
A039,Shigellosis unspecified,,Shigellosis,Intestinal infectious diseases
A040,Enteropathogenic Escherichia coli infection,,Other bacterial intestinal infections,Intestinal infectious diseases
A041,Enterotoxigenic Escherichia coli infection,,Other bacterial intestinal infections,Intestinal infectious diseases
A042,Enteroinvasive Escherichia coli infection,,Other bacterial intestinal infections,Intestinal infectious diseases
A043,Enterohemorrhagic Escherichia coli infection,,Other bacterial intestinal infections,Intestinal infectious diseases
A044,Other intestinal Escherichia coli infections,,Other bacterial intestinal infections,Intestinal infectious diseases
A045,Campylobacter enteritis,,Other bacterial intestinal infections,Intestinal infectious diseases
A046,Enteritis due to Yersinia enterocolitica,,Other bacterial intestinal infections,Intestinal infectious diseases
A0471,Enterocolitis due to Clostridium difficile recurrent,Enterocolitis due to Clostridium difficile,Other bacterial intestinal infections,Intestinal infectious diseases
A0472,Enterocolitis due to Clostridium difficile not specified as recurrent,Enterocolitis due to Clostridium difficile,Other bacterial intestinal infections,Intestinal infectious diseases
A047,Enterocolitis due to Clostridium difficile,,Other bacterial intestinal infections,Intestinal infectious diseases
A048,Other specified bacterial intestinal infections,,Other bacterial intestinal infections,Intestinal infectious diseases
A049,Bacterial intestinal infection unspecified,,Other bacterial intestinal infections,Intestinal infectious diseases
A050,Foodborne staphylococcal intoxication,,Other bacterial foodborne intoxications not elsewhere classified,Intestinal infectious diseases
A051,Botulism food poisoning,,Other bacterial foodborne intoxications not elsewhere classified,Intestinal infectious diseases
A052,Foodborne Clostridium perfringens [Clostridium welchii] intoxication,,Other bacterial foodborne intoxications not elsewhere classified,Intestinal infectious diseases
A053,Foodborne Vibrio parahaemolyticus intoxication,,Other bacterial foodborne intoxications not elsewhere classified,Intestinal infectious diseases
A054,Foodborne Bacillus cereus intoxication,,Other bacterial foodborne intoxications not elsewhere classified,Intestinal infectious diseases
A055,Foodborne Vibrio vulnificus intoxication,,Other bacterial foodborne intoxications not elsewhere classified,Intestinal infectious diseases
A058,Other specified bacterial foodborne intoxications,,Other bacterial foodborne intoxications not elsewhere classified,Intestinal infectious diseases
A059,Bacterial foodborne intoxication unspecified,,Other bacterial foodborne intoxications not elsewhere classified,Intestinal infectious diseases
A060,Acute amebic dysentery,,Amoebiasis,Intestinal infectious diseases
A061,Chronic intestinal amebiasis,,Amoebiasis,Intestinal infectious diseases
A062,Amebic nondysenteric colitis,,Amoebiasis,Intestinal infectious diseases
A063,Ameboma of intestine,,Amoebiasis,Intestinal infectious diseases
A064,Amebic liver abscess,,Amoebiasis,Intestinal infectious diseases
A065,Amebic lung abscess,,Amoebiasis,Intestinal infectious diseases
A066,Amebic brain abscess,,Amoebiasis,Intestinal infectious diseases
A067,Cutaneous amebiasis,,Amoebiasis,Intestinal infectious diseases
A0681,Amebic cystitis,Amebic infection of other sites,Amoebiasis,Intestinal infectious diseases
A0682,Other amebic genitourinary infections,Amebic infection of other sites,Amoebiasis,Intestinal infectious diseases
A0689,Other amebic infections,Amebic infection of other sites,Amoebiasis,Intestinal infectious diseases
A068,Amebic infection of other sites,,Amoebiasis,Intestinal infectious diseases
A069,Amebiasis unspecified,,Amoebiasis,Intestinal infectious diseases
A070,Balantidiasis,,Other protozoal intestinal diseases,Intestinal infectious diseases
A071,Giardiasis [lambliasis],,Other protozoal intestinal diseases,Intestinal infectious diseases
A072,Cryptosporidiosis,,Other protozoal intestinal diseases,Intestinal infectious diseases
A073,Isosporiasis,,Other protozoal intestinal diseases,Intestinal infectious diseases
A074,Cyclosporiasis,,Other protozoal intestinal diseases,Intestinal infectious diseases
A078,Other specified protozoal intestinal diseases,,Other protozoal intestinal diseases,Intestinal infectious diseases
A079,Protozoal intestinal disease unspecified,,Other protozoal intestinal diseases,Intestinal infectious diseases
A080,Rotaviral enteritis,,Viral and other specified intestinal infections,Intestinal infectious diseases
A0811,Acute gastroenteropathy due to Norwalk agent,Acute gastroenteropathy due to Norwalk agent and other small round viruses,Viral and other specified intestinal infections,Intestinal infectious diseases
A0819,Acute gastroenteropathy due to other small round viruses,Acute gastroenteropathy due to Norwalk agent and other small round viruses,Viral and other specified intestinal infections,Intestinal infectious diseases
A081,Acute gastroenteropathy due to Norwalk agent and other small round viruses,,Viral and other specified intestinal infections,Intestinal infectious diseases
A082,Adenoviral enteritis,,Viral and other specified intestinal infections,Intestinal infectious diseases
A0831,Calicivirus enteritis,Other viral enteritis,Viral and other specified intestinal infections,Intestinal infectious diseases
A0832,Astrovirus enteritis,Other viral enteritis,Viral and other specified intestinal infections,Intestinal infectious diseases
A0839,Other viral enteritis,Other viral enteritis,Viral and other specified intestinal infections,Intestinal infectious diseases
A083,Other viral enteritis,,Viral and other specified intestinal infections,Intestinal infectious diseases
A084,Viral intestinal infection unspecified,,Viral and other specified intestinal infections,Intestinal infectious diseases
A088,Other specified intestinal infections,,Viral and other specified intestinal infections,Intestinal infectious diseases
A09,Other gastroenteritis and colitis of infectious and unspecified origin,,Other gastroenteritis and colitis of infectious and unspecified origin,Intestinal infectious diseases
A150,Tuberculosis of lung,,Respiratory tuberculosis bacteriologically and histologically confirmed,Tuberculosis
A154,Tuberculosis of intrathoracic lymph nodes,,Respiratory tuberculosis bacteriologically and histologically confirmed,Tuberculosis
A155,Tuberculosis of larynx trachea and bronchus,,Respiratory tuberculosis bacteriologically and histologically confirmed,Tuberculosis
A156,Tuberculous pleurisy,,Respiratory tuberculosis bacteriologically and histologically confirmed,Tuberculosis
A157,Primary respiratory tuberculosis,,Respiratory tuberculosis bacteriologically and histologically confirmed,Tuberculosis
A158,Other respiratory tuberculosis,,Respiratory tuberculosis bacteriologically and histologically confirmed,Tuberculosis
A159,Respiratory tuberculosis unspecified,,Respiratory tuberculosis bacteriologically and histologically confirmed,Tuberculosis
A170,Tuberculous meningitis,,Tuberculosis of nervous system,Tuberculosis
A171,Meningeal tuberculoma,,Tuberculosis of nervous system,Tuberculosis
A1781,Tuberculoma of brain and spinal cord,Other tuberculosis of nervous system,Tuberculosis of nervous system,Tuberculosis
A1782,Tuberculous meningoencephalitis,Other tuberculosis of nervous system,Tuberculosis of nervous system,Tuberculosis
A1783,Tuberculous neuritis,Other tuberculosis of nervous system,Tuberculosis of nervous system,Tuberculosis
A1789,Other tuberculosis of nervous system,Other tuberculosis of nervous system,Tuberculosis of nervous system,Tuberculosis
A178,Other tuberculosis of nervous system,,Tuberculosis of nervous system,Tuberculosis
A179,Tuberculosis of nervous system unspecified,,Tuberculosis of nervous system,Tuberculosis
A1801,Tuberculosis of spine,Tuberculosis of bones and joints,Tuberculosis of other organs,Tuberculosis
A1802,Tuberculous arthritis of other joints,Tuberculosis of bones and joints,Tuberculosis of other organs,Tuberculosis
A1803,Tuberculosis of other bones,Tuberculosis of bones and joints,Tuberculosis of other organs,Tuberculosis
A1809,Other musculoskeletal tuberculosis,Tuberculosis of bones and joints,Tuberculosis of other organs,Tuberculosis
A180,Tuberculosis of bones and joints,,Tuberculosis of other organs,Tuberculosis
A1810,Tuberculosis of genitourinary system unspecified,Tuberculosis of genitourinary system,Tuberculosis of other organs,Tuberculosis
A1811,Tuberculosis of kidney and ureter,Tuberculosis of genitourinary system,Tuberculosis of other organs,Tuberculosis
A1812,Tuberculosis of bladder,Tuberculosis of genitourinary system,Tuberculosis of other organs,Tuberculosis
A1813,Tuberculosis of other urinary organs,Tuberculosis of genitourinary system,Tuberculosis of other organs,Tuberculosis
A1814,Tuberculosis of prostate,Tuberculosis of genitourinary system,Tuberculosis of other organs,Tuberculosis
A1815,Tuberculosis of other male genital organs,Tuberculosis of genitourinary system,Tuberculosis of other organs,Tuberculosis
A1816,Tuberculosis of cervix,Tuberculosis of genitourinary system,Tuberculosis of other organs,Tuberculosis
A1817,Tuberculous female pelvic inflammatory disease,Tuberculosis of genitourinary system,Tuberculosis of other organs,Tuberculosis
A1818,Tuberculosis of other female genital organs,Tuberculosis of genitourinary system,Tuberculosis of other organs,Tuberculosis
A181,Tuberculosis of genitourinary system,,Tuberculosis of other organs,Tuberculosis
A182,Tuberculous peripheral lymphadenopathy,,Tuberculosis of other organs,Tuberculosis
A1831,Tuberculous peritonitis,Tuberculosis of intestines peritoneum and mesenteric glands,Tuberculosis of other organs,Tuberculosis
A1832,Tuberculous enteritis,Tuberculosis of intestines peritoneum and mesenteric glands,Tuberculosis of other organs,Tuberculosis
A1839,Retroperitoneal tuberculosis,Tuberculosis of intestines peritoneum and mesenteric glands,Tuberculosis of other organs,Tuberculosis
A183,Tuberculosis of intestines peritoneum and mesenteric glands,,Tuberculosis of other organs,Tuberculosis
A184,Tuberculosis of skin and subcutaneous tissue,,Tuberculosis of other organs,Tuberculosis
A1850,Tuberculosis of eye unspecified,Tuberculosis of eye,Tuberculosis of other organs,Tuberculosis
A1851,Tuberculous episcleritis,Tuberculosis of eye,Tuberculosis of other organs,Tuberculosis
A1852,Tuberculous keratitis,Tuberculosis of eye,Tuberculosis of other organs,Tuberculosis
A1853,Tuberculous chorioretinitis,Tuberculosis of eye,Tuberculosis of other organs,Tuberculosis
A1854,Tuberculous iridocyclitis,Tuberculosis of eye,Tuberculosis of other organs,Tuberculosis
A1859,Other tuberculosis of eye,Tuberculosis of eye,Tuberculosis of other organs,Tuberculosis
A185,Tuberculosis of eye,,Tuberculosis of other organs,Tuberculosis
A186,Tuberculosis of (inner) (middle) ear,,Tuberculosis of other organs,Tuberculosis
A187,Tuberculosis of adrenal glands,,Tuberculosis of other organs,Tuberculosis
A1881,Tuberculosis of thyroid gland,Tuberculosis of other specified organs,Tuberculosis of other organs,Tuberculosis
A1882,Tuberculosis of other endocrine glands,Tuberculosis of other specified organs,Tuberculosis of other organs,Tuberculosis
A1883,Tuberculosis of digestive tract organs not elsewhere classified,Tuberculosis of other specified organs,Tuberculosis of other organs,Tuberculosis
A1884,Tuberculosis of heart,Tuberculosis of other specified organs,Tuberculosis of other organs,Tuberculosis
A1885,Tuberculosis of spleen,Tuberculosis of other specified organs,Tuberculosis of other organs,Tuberculosis
A1889,Tuberculosis of other sites,Tuberculosis of other specified organs,Tuberculosis of other organs,Tuberculosis
A188,Tuberculosis of other specified organs,,Tuberculosis of other organs,Tuberculosis
A190,Acute miliary tuberculosis of a single specified site,,Miliary tuberculosis,Tuberculosis
A191,Acute miliary tuberculosis of multiple sites,,Miliary tuberculosis,Tuberculosis
A192,Acute miliary tuberculosis unspecified,,Miliary tuberculosis,Tuberculosis
A198,Other miliary tuberculosis,,Miliary tuberculosis,Tuberculosis
A199,Miliary tuberculosis unspecified,,Miliary tuberculosis,Tuberculosis
A200,Bubonic plague,,Plague,Certain zoonotic bacterial diseases
A201,Cellulocutaneous plague,,Plague,Certain zoonotic bacterial diseases
A202,Pneumonic plague,,Plague,Certain zoonotic bacterial diseases
A203,Plague meningitis,,Plague,Certain zoonotic bacterial diseases
A207,Septicemic plague,,Plague,Certain zoonotic bacterial diseases
A208,Other forms of plague,,Plague,Certain zoonotic bacterial diseases
A209,Plague unspecified,,Plague,Certain zoonotic bacterial diseases
A210,Ulceroglandular tularemia,,Tularaemia,Certain zoonotic bacterial diseases
A211,Oculoglandular tularemia,,Tularaemia,Certain zoonotic bacterial diseases
A212,Pulmonary tularemia,,Tularaemia,Certain zoonotic bacterial diseases
A213,Gastrointestinal tularemia,,Tularaemia,Certain zoonotic bacterial diseases
A217,Generalized tularemia,,Tularaemia,Certain zoonotic bacterial diseases
A218,Other forms of tularemia,,Tularaemia,Certain zoonotic bacterial diseases
A219,Tularemia unspecified,,Tularaemia,Certain zoonotic bacterial diseases
A220,Cutaneous anthrax,,Anthrax,Certain zoonotic bacterial diseases
A221,Pulmonary anthrax,,Anthrax,Certain zoonotic bacterial diseases
A222,Gastrointestinal anthrax,,Anthrax,Certain zoonotic bacterial diseases
A227,Anthrax sepsis,,Anthrax,Certain zoonotic bacterial diseases
A228,Other forms of anthrax,,Anthrax,Certain zoonotic bacterial diseases
A229,Anthrax unspecified,,Anthrax,Certain zoonotic bacterial diseases
A230,Brucellosis due to Brucella melitensis,,Brucellosis,Certain zoonotic bacterial diseases
A231,Brucellosis due to Brucella abortus,,Brucellosis,Certain zoonotic bacterial diseases
A232,Brucellosis due to Brucella suis,,Brucellosis,Certain zoonotic bacterial diseases
A233,Brucellosis due to Brucella canis,,Brucellosis,Certain zoonotic bacterial diseases
A238,Other brucellosis,,Brucellosis,Certain zoonotic bacterial diseases
A239,Brucellosis unspecified,,Brucellosis,Certain zoonotic bacterial diseases
A240,Glanders,,Glanders and melioidosis,Certain zoonotic bacterial diseases
A241,Acute and fulminating melioidosis,,Glanders and melioidosis,Certain zoonotic bacterial diseases
A242,Subacute and chronic melioidosis,,Glanders and melioidosis,Certain zoonotic bacterial diseases
A243,Other melioidosis,,Glanders and melioidosis,Certain zoonotic bacterial diseases
A249,Melioidosis unspecified,,Glanders and melioidosis,Certain zoonotic bacterial diseases
A250,Spirillosis,,Rat-bite fevers,Certain zoonotic bacterial diseases
A251,Streptobacillosis,,Rat-bite fevers,Certain zoonotic bacterial diseases
A259,Rat-bite fever unspecified,,Rat-bite fevers,Certain zoonotic bacterial diseases
A260,Cutaneous erysipeloid,,Erysipeloid,Certain zoonotic bacterial diseases
A267,Erysipelothrix sepsis,,Erysipeloid,Certain zoonotic bacterial diseases
A268,Other forms of erysipeloid,,Erysipeloid,Certain zoonotic bacterial diseases
A269,Erysipeloid unspecified,,Erysipeloid,Certain zoonotic bacterial diseases
A270,Leptospirosis icterohemorrhagica,,Leptospirosis,Certain zoonotic bacterial diseases
A2781,Aseptic meningitis in leptospirosis,Other forms of leptospirosis,Leptospirosis,Certain zoonotic bacterial diseases
A2789,Other forms of leptospirosis,Other forms of leptospirosis,Leptospirosis,Certain zoonotic bacterial diseases
A278,Other forms of leptospirosis,,Leptospirosis,Certain zoonotic bacterial diseases
A279,Leptospirosis unspecified,,Leptospirosis,Certain zoonotic bacterial diseases
A280,Pasteurellosis,,Other zoonotic bacterial diseases not elsewhere classified,Certain zoonotic bacterial diseases
A281,Cat-scratch disease,,Other zoonotic bacterial diseases not elsewhere classified,Certain zoonotic bacterial diseases
A282,Extraintestinal yersiniosis,,Other zoonotic bacterial diseases not elsewhere classified,Certain zoonotic bacterial diseases
A288,Other specified zoonotic bacterial diseases not elsewhere classified,,Other zoonotic bacterial diseases not elsewhere classified,Certain zoonotic bacterial diseases
A289,Zoonotic bacterial disease unspecified,,Other zoonotic bacterial diseases not elsewhere classified,Certain zoonotic bacterial diseases
A300,Indeterminate leprosy,,Leprosy [Hansen disease],Other bacterial diseases
A301,Tuberculoid leprosy,,Leprosy [Hansen disease],Other bacterial diseases
A302,Borderline tuberculoid leprosy,,Leprosy [Hansen disease],Other bacterial diseases
A303,Borderline leprosy,,Leprosy [Hansen disease],Other bacterial diseases
A304,Borderline lepromatous leprosy,,Leprosy [Hansen disease],Other bacterial diseases
A305,Lepromatous leprosy,,Leprosy [Hansen disease],Other bacterial diseases
A308,Other forms of leprosy,,Leprosy [Hansen disease],Other bacterial diseases
A309,Leprosy unspecified,,Leprosy [Hansen disease],Other bacterial diseases
A310,Pulmonary mycobacterial infection,,Infection due to other mycobacteria,Other bacterial diseases
A311,Cutaneous mycobacterial infection,,Infection due to other mycobacteria,Other bacterial diseases
A312,Disseminated mycobacterium avium-intracellulare complex (DMAC),,Infection due to other mycobacteria,Other bacterial diseases
A318,Other mycobacterial infections,,Infection due to other mycobacteria,Other bacterial diseases
A319,Mycobacterial infection unspecified,,Infection due to other mycobacteria,Other bacterial diseases
A320,Cutaneous listeriosis,,Listeriosis,Other bacterial diseases
A3211,Listerial meningitis,Listerial meningitis and meningoencephalitis,Listeriosis,Other bacterial diseases
A3212,Listerial meningoencephalitis,Listerial meningitis and meningoencephalitis,Listeriosis,Other bacterial diseases
A321,Listerial meningitis and meningoencephalitis,,Listeriosis,Other bacterial diseases
A327,Listerial sepsis,,Listeriosis,Other bacterial diseases
A3281,Oculoglandular listeriosis,Other forms of listeriosis,Listeriosis,Other bacterial diseases
A3282,Listerial endocarditis,Other forms of listeriosis,Listeriosis,Other bacterial diseases
A3289,Other forms of listeriosis,Other forms of listeriosis,Listeriosis,Other bacterial diseases
A328,Other forms of listeriosis,,Listeriosis,Other bacterial diseases
A329,Listeriosis unspecified,,Listeriosis,Other bacterial diseases
A33,Tetanus neonatorum,,Tetanus neonatorum,Other bacterial diseases
A34,Obstetrical tetanus,,Obstetrical tetanus,Other bacterial diseases
A35,Other tetanus,,Other tetanus,Other bacterial diseases
A360,Pharyngeal diphtheria,,Diphtheria,Other bacterial diseases
A361,Nasopharyngeal diphtheria,,Diphtheria,Other bacterial diseases
A362,Laryngeal diphtheria,,Diphtheria,Other bacterial diseases
A363,Cutaneous diphtheria,,Diphtheria,Other bacterial diseases
A3681,Diphtheritic cardiomyopathy,Other diphtheria,Diphtheria,Other bacterial diseases
A3682,Diphtheritic radiculomyelitis,Other diphtheria,Diphtheria,Other bacterial diseases
A3683,Diphtheritic polyneuritis,Other diphtheria,Diphtheria,Other bacterial diseases
A3684,Diphtheritic tubulo-interstitial nephropathy,Other diphtheria,Diphtheria,Other bacterial diseases
A3685,Diphtheritic cystitis,Other diphtheria,Diphtheria,Other bacterial diseases
A3686,Diphtheritic conjunctivitis,Other diphtheria,Diphtheria,Other bacterial diseases
A3689,Other diphtheritic complications,Other diphtheria,Diphtheria,Other bacterial diseases
A368,Other diphtheria,,Diphtheria,Other bacterial diseases
A369,Diphtheria unspecified,,Diphtheria,Other bacterial diseases
A3700,Whooping cough due to Bordetella pertussis without pneumonia,Whooping cough due to Bordetella pertussis,Whooping cough,Other bacterial diseases
A3701,Whooping cough due to Bordetella pertussis with pneumonia,Whooping cough due to Bordetella pertussis,Whooping cough,Other bacterial diseases
A370,Whooping cough due to Bordetella pertussis,,Whooping cough,Other bacterial diseases
A3710,Whooping cough due to Bordetella parapertussis without pneumonia,Whooping cough due to Bordetella parapertussis,Whooping cough,Other bacterial diseases
A3711,Whooping cough due to Bordetella parapertussis with pneumonia,Whooping cough due to Bordetella parapertussis,Whooping cough,Other bacterial diseases
A371,Whooping cough due to Bordetella parapertussis,,Whooping cough,Other bacterial diseases
A3780,Whooping cough due to other Bordetella species without pneumonia,Whooping cough due to other Bordetella species,Whooping cough,Other bacterial diseases
A3781,Whooping cough due to other Bordetella species with pneumonia,Whooping cough due to other Bordetella species,Whooping cough,Other bacterial diseases
A378,Whooping cough due to other Bordetella species,,Whooping cough,Other bacterial diseases
A3790,Whooping cough unspecified species without pneumonia,Whooping cough unspecified species,Whooping cough,Other bacterial diseases
A3791,Whooping cough unspecified species with pneumonia,Whooping cough unspecified species,Whooping cough,Other bacterial diseases
A379,Whooping cough unspecified species,,Whooping cough,Other bacterial diseases
A380,Scarlet fever with otitis media,,Scarlet fever,Other bacterial diseases
A381,Scarlet fever with myocarditis,,Scarlet fever,Other bacterial diseases
A388,Scarlet fever with other complications,,Scarlet fever,Other bacterial diseases
A389,Scarlet fever uncomplicated,,Scarlet fever,Other bacterial diseases
A390,Meningococcal meningitis,,Meningococcal infection,Other bacterial diseases
A391,Waterhouse-Friderichsen syndrome,,Meningococcal infection,Other bacterial diseases
A392,Acute meningococcemia,,Meningococcal infection,Other bacterial diseases
A393,Chronic meningococcemia,,Meningococcal infection,Other bacterial diseases
A394,Meningococcemia unspecified,,Meningococcal infection,Other bacterial diseases
A3950,Meningococcal carditis unspecified,Meningococcal heart disease,Meningococcal infection,Other bacterial diseases
A3951,Meningococcal endocarditis,Meningococcal heart disease,Meningococcal infection,Other bacterial diseases
A3952,Meningococcal myocarditis,Meningococcal heart disease,Meningococcal infection,Other bacterial diseases
A3953,Meningococcal pericarditis,Meningococcal heart disease,Meningococcal infection,Other bacterial diseases
A395,Meningococcal heart disease,,Meningococcal infection,Other bacterial diseases
A3981,Meningococcal encephalitis,Other meningococcal infections,Meningococcal infection,Other bacterial diseases
A3982,Meningococcal retrobulbar neuritis,Other meningococcal infections,Meningococcal infection,Other bacterial diseases
A3983,Meningococcal arthritis,Other meningococcal infections,Meningococcal infection,Other bacterial diseases
A3984,Postmeningococcal arthritis,Other meningococcal infections,Meningococcal infection,Other bacterial diseases
A3989,Other meningococcal infections,Other meningococcal infections,Meningococcal infection,Other bacterial diseases
A398,Other meningococcal infections,,Meningococcal infection,Other bacterial diseases
A399,Meningococcal infection unspecified,,Meningococcal infection,Other bacterial diseases
A400,Sepsis due to streptococcus group A,,Streptococcal sepsis,Other bacterial diseases
A401,Sepsis due to streptococcus group B,,Streptococcal sepsis,Other bacterial diseases
A403,Sepsis due to Streptococcus pneumoniae,,Streptococcal sepsis,Other bacterial diseases
A408,Other streptococcal sepsis,,Streptococcal sepsis,Other bacterial diseases
A409,Streptococcal sepsis unspecified,,Streptococcal sepsis,Other bacterial diseases
A4101,Sepsis due to Methicillin susceptible Staphylococcus aureus,Sepsis due to Staphylococcus aureus,Other sepsis,Other bacterial diseases
A4102,Sepsis due to Methicillin resistant Staphylococcus aureus,Sepsis due to Staphylococcus aureus,Other sepsis,Other bacterial diseases
A410,Sepsis due to Staphylococcus aureus,,Other sepsis,Other bacterial diseases
A411,Sepsis due to other specified staphylococcus,,Other sepsis,Other bacterial diseases
A412,Sepsis due to unspecified staphylococcus,,Other sepsis,Other bacterial diseases
A413,Sepsis due to Hemophilus influenzae,,Other sepsis,Other bacterial diseases
A414,Sepsis due to anaerobes,,Other sepsis,Other bacterial diseases
A4150,Gram-negative sepsis unspecified,Sepsis due to other Gram-negative organisms,Other sepsis,Other bacterial diseases
A4151,Sepsis due to Escherichia coli [E. coli],Sepsis due to other Gram-negative organisms,Other sepsis,Other bacterial diseases
A4152,Sepsis due to Pseudomonas,Sepsis due to other Gram-negative organisms,Other sepsis,Other bacterial diseases
A4153,Sepsis due to Serratia,Sepsis due to other Gram-negative organisms,Other sepsis,Other bacterial diseases
A4159,Other Gram-negative sepsis,Sepsis due to other Gram-negative organisms,Other sepsis,Other bacterial diseases
A415,Sepsis due to other Gram-negative organisms,,Other sepsis,Other bacterial diseases
A4181,Sepsis due to Enterococcus,Other specified sepsis,Other sepsis,Other bacterial diseases
A4189,Other specified sepsis,Other specified sepsis,Other sepsis,Other bacterial diseases
A418,Other specified sepsis,,Other sepsis,Other bacterial diseases
A419,Sepsis unspecified organism,,Other sepsis,Other bacterial diseases
A420,Pulmonary actinomycosis,,Actinomycosis,Other bacterial diseases
A421,Abdominal actinomycosis,,Actinomycosis,Other bacterial diseases
A422,Cervicofacial actinomycosis,,Actinomycosis,Other bacterial diseases
A427,Actinomycotic sepsis,,Actinomycosis,Other bacterial diseases
A4281,Actinomycotic meningitis,Other forms of actinomycosis,Actinomycosis,Other bacterial diseases
A4282,Actinomycotic encephalitis,Other forms of actinomycosis,Actinomycosis,Other bacterial diseases
A4289,Other forms of actinomycosis,Other forms of actinomycosis,Actinomycosis,Other bacterial diseases
A428,Other forms of actinomycosis,,Actinomycosis,Other bacterial diseases
A429,Actinomycosis unspecified,,Actinomycosis,Other bacterial diseases
A430,Pulmonary nocardiosis,,Nocardiosis,Other bacterial diseases
A431,Cutaneous nocardiosis,,Nocardiosis,Other bacterial diseases
A438,Other forms of nocardiosis,,Nocardiosis,Other bacterial diseases
A439,Nocardiosis unspecified,,Nocardiosis,Other bacterial diseases
A440,Systemic bartonellosis,,Bartonellosis,Other bacterial diseases
A441,Cutaneous and mucocutaneous bartonellosis,,Bartonellosis,Other bacterial diseases
A448,Other forms of bartonellosis,,Bartonellosis,Other bacterial diseases
A449,Bartonellosis unspecified,,Bartonellosis,Other bacterial diseases
A46,Erysipelas,,Erysipelas,Other bacterial diseases
A480,Gas gangrene,,Other bacterial diseases not elsewhere classified,Other bacterial diseases
A481,Legionnaires' disease,,Other bacterial diseases not elsewhere classified,Other bacterial diseases
A482,Nonpneumonic Legionnaires' disease [Pontiac fever],,Other bacterial diseases not elsewhere classified,Other bacterial diseases
A483,Toxic shock syndrome,,Other bacterial diseases not elsewhere classified,Other bacterial diseases
A484,Brazilian purpuric fever,,Other bacterial diseases not elsewhere classified,Other bacterial diseases
A4851,Infant botulism,Other specified botulism,Other bacterial diseases not elsewhere classified,Other bacterial diseases
A4852,Wound botulism,Other specified botulism,Other bacterial diseases not elsewhere classified,Other bacterial diseases
A485,Other specified botulism,,Other bacterial diseases not elsewhere classified,Other bacterial diseases
A488,Other specified bacterial diseases,,Other bacterial diseases not elsewhere classified,Other bacterial diseases
A4901,Methicillin susceptible Staphylococcus aureus infection unspecified site,Staphylococcal infection unspecified site,Bacterial infection of unspecified site,Other bacterial diseases
A4902,Methicillin resistant Staphylococcus aureus infection unspecified site,Staphylococcal infection unspecified site,Bacterial infection of unspecified site,Other bacterial diseases
A490,Staphylococcal infection unspecified site,,Bacterial infection of unspecified site,Other bacterial diseases
A491,Streptococcal infection unspecified site,,Bacterial infection of unspecified site,Other bacterial diseases
A492,Hemophilus influenzae infection unspecified site,,Bacterial infection of unspecified site,Other bacterial diseases
